0.040103,0.006538
0.056370,0.027885
0.048623,0.051765
0.025428,0.064198
0.000064,0.061038
-0.015166,0.040091
0.007788,0.024316
0.012060,0.047272
-0.010689,0.042838
-0.000943,0.021631
0.018113,0.035248
0.000227,0.052335
-0.014083,0.031040
0.003126,0.012047
0.031919,0.013661
0.049149,0.035560
0.047515,0.061983
0.029302,0.082405
0.003849,0.088240
-0.020507,0.078693
-0.034635,0.056570
-0.032332,0.030236
-0.014298,0.010716
0.014264,0.006141
0.038389,0.018639
0.048012,0.071089
0.027402,0.091023
-0.002766,0.092685
-0.024751,0.077519
-0.034839,0.051698
-0.029504,0.025779
-0.011547,0.006644
0.013988,0.000068
0.038806,0.009174
0.053772,0.030946
0.054290,0.057190
0.041208,0.079922
0.018388,0.092886
-0.008117,0.092401
-0.030977,0.077839
-0.042060,0.053810
-0.037849,0.027693
-0.018599,0.007525
0.006815,0.000935
0.032251,0.007499
0.052015,0.026716
0.058967,0.054729
0.050439,0.080269
0.029929,0.097058
0.002876,0.099909
-0.022114,0.087036
-0.036440,0.064387
-0.038015,0.035557
-0.025778,0.011099
-0.003668,-0.003695
0.024815,-0.004789
0.052168,0.013032
0.065349,0.045179
0.059329,0.077797
0.038991,0.102455
0.008394,0.115340
-0.022588,0.112808
-0.048764,0.095989
-0.063226,0.068366
-0.060472,0.033867
-0.040674,0.007874
-0.010189,-0.004471
0.020704,-0.001132
0.047062,0.015345
0.063928,0.041477
0.067645,0.072387
0.055895,0.102238
0.031475,0.121707
-0.002560,0.126081
-0.031237,0.113987
-0.051250,0.089803
-0.058401,0.059535
-0.052114,0.029066
-0.033886,0.003835
-0.006697,-0.011400
0.024471,-0.012663
0.052445,0.001229
0.070297,0.027299
0.073759,0.058275
0.063080,0.087491
0.038954,0.110384
0.005919,0.120327
-0.027848,0.114860
-0.055009,0.096073
-0.070577,0.067262
-0.070346,0.035108
-0.051032,0.003803
-0.020984,-0.011978
0.012283,-0.012192
0.042224,0.002352
0.062022,0.026405
0.070973,0.056572
0.067702,0.087587
0.052240,0.114723
